"Time (s) 0","Angle, Ch P1 (rad) 0","Time (s) 0.04","Angle, Ch P1 (rad) 0.04","Time (s) 0.06","Angle, Ch P1 (rad) 0.06","Time (s) 0.1","Angle, Ch P1 (rad) 0.1","Time (s) 0.15","Angle, Ch P1 (rad) 0.15","Time (s) 0.2","Angle, Ch P1 (rad) 0.2","Time (s) 0.25","Angle, Ch P1 (rad) 0.25","Time (s) 0.3","Angle, Ch P1 (rad) 0.3","Time (s) 0.35","Angle, Ch P1 (rad) 0.35","Time (s) 0.4","Angle, Ch P1 (rad) 0.4","Time (s) 0.44","Angle, Ch P1 (rad) 0.44","Time (s) 0.46","Angle, Ch P1 (rad) 0.46","Time (s) 0.47","Angle, Ch P1 (rad) 0.47","Time (s) 0.49","Angle, Ch P1 (rad) 0.49","Time (s) 0.52","Angle, Ch P1 (rad) 0.52","Time (s) 0.51","Angle, Ch P1 (rad) 0.51","Time (s) 0.5","Angle, Ch P1 (rad) 0.5"
2.490,0.0329867475,2.490,-0.0314159500,2.490,0.1869249025,2.490,-0.1947788900,2.490,-0.1272345975,2.490,-1.2576745201E-17,2.490,0.0188495700,2.490,0.0424115325,2.490,-0.0801106725,2.490,-0.1775001175,2.490,0.0989602425,2.490,0.1350885850,2.490,-0.1240930025,2.490,-0.2261948400,2.490,0.1539381550,2.490,-0.0973894450,2.490,0.0502655200
2.500,0.0298451525,2.500,-0.0282743550,2.500,0.1822125100,2.500,-0.1932080925,2.500,-0.1240930025,2.500,0.0015707975,2.500,0.0251327600,2.500,0.0424115325,2.500,-0.0863938625,2.500,-0.1869249025,2.500,0.0926770525,2.500,0.1445133700,2.500,-0.1178098125,2.500,-0.2230532450,2.500,0.1476549650,2.500,-0.0895354575,2.500,0.0361283425
2.510,0.0251327600,2.510,-0.0251327600,2.510,0.1775001175,2.510,-0.1900664975,2.510,-0.1209514075,2.510,0.0015707975,2.510,0.0314159500,2.510,0.0424115325,2.510,-0.0911062550,2.510,-0.1947788900,2.510,0.0863938625,2.510,0.1539381550,2.510,-0.1115266225,2.510,-0.2199116500,2.510,0.1413717750,2.510,-0.0816814700,2.510,0.0235619625
2.520,0.0204203675,2.520,-0.0219911650,2.520,0.1727877250,2.520,-0.1884957000,2.520,-0.1178098125,2.520,0.0031415950,2.520,0.0392699375,2.520,0.0408407350,2.520,-0.0973894450,2.520,-0.2026328775,2.520,0.0816814700,2.520,0.1633629400,2.520,-0.1052434325,2.520,-0.2151992575,2.520,0.1350885850,2.520,-0.0738274825,2.520,0.0094247850
2.530,0.0157079750,2.530,-0.0188495700,2.530,0.1680753325,2.530,-0.1853541050,2.530,-0.1130974200,2.530,0.0031415950,2.530,0.0455531275,2.530,0.0392699375,2.530,-0.1036726350,2.530,-0.2104868650,2.530,0.0753982800,2.530,0.1727877250,2.530,-0.0989602425,2.530,-0.2120576625,2.530,0.1272345975,2.530,-0.0644026975,2.530,-0.0031415950
2.540,0.0109955825,2.540,-0.0157079750,2.540,0.1633629400,2.540,-0.1822125100,2.540,-0.1083850275,2.540,0.0031415950,2.540,0.0518363175,2.540,0.0376991400,2.540,-0.1083850275,2.540,-0.2167700550,2.540,0.0691150900,2.540,0.1806417125,2.540,-0.0926770525,2.540,-0.2073452700,2.540,0.1209514075,2.540,-0.0565487100,2.540,-0.0157079750
2.550,0.0078539875,2.550,-0.0125663800,2.550,0.1586505475,2.550,-0.1790709150,2.550,-0.1036726350,2.550,0.0015707975,2.550,0.0596903050,2.550,0.0361283425,2.550,-0.1146682175,2.550,-0.2246240425,2.550,0.0628319000,2.550,0.1900664975,2.550,-0.0863938625,2.550,-0.2042036750,2.550,0.1130974200,2.550,-0.0486947225,2.550,-0.0282743550
2.560,0.0031415950,2.560,-0.0109955825,2.560,0.1539381550,2.560,-0.1743585225,2.560,-0.0989602425,2.560,0.0015707975,2.560,0.0659734950,2.560,0.0329867475,2.560,-0.1193806100,2.560,-0.2309072325,2.560,0.0565487100,2.560,0.1979204850,2.560,-0.0801106725,2.560,-0.1979204850,2.560,0.1068142300,2.560,-0.0392699375,2.560,-0.0408407350
2.570,-0.0015707975,2.570,-0.0078539875,2.570,0.1492257625,2.570,-0.1712169275,2.570,-0.0942478500,2.570,-1.2576745201E-17,2.570,0.0722566850,2.570,0.0298451525,2.570,-0.1256638000,2.570,-0.2371904225,2.570,0.0486947225,2.570,0.2042036750,2.570,-0.0738274825,2.570,-0.1932080925,2.570,0.0989602425,2.570,-0.0314159500,2.570,-0.0534071150
2.580,-0.0047123925,2.580,-0.0047123925,2.580,0.1429425725,2.580,-0.1665045350,2.580,-0.0895354575,2.580,-0.0015707975,2.580,0.0801106725,2.580,0.0267035575,2.580,-0.1319469900,2.580,-0.2434736125,2.580,0.0424115325,2.580,0.2120576625,2.580,-0.0675442925,2.580,-0.1869249025,2.580,0.0926770525,2.580,-0.0251327600,2.580,-0.0644026975
2.590,-0.0094247850,2.590,-0.0031415950,2.590,0.1382301800,2.590,-0.1617921425,2.590,-0.0832522675,2.590,-0.0031415950,2.590,0.0863938625,2.590,0.0235619625,2.590,-0.1366593825,2.590,-0.2497568025,2.590,0.0361283425,2.590,0.2183408525,2.590,-0.0596903050,2.590,-0.1806417125,2.590,0.0848230650,2.590,-0.0172787725,2.590,-0.0753982800
2.600,-0.0125663800,2.600,-7.3725747729E-18,2.600,0.1335177875,2.600,-0.1570797500,2.600,-0.0769690775,2.600,-0.0047123925,2.600,0.0926770525,2.600,0.0204203675,2.600,-0.1413717750,2.600,-0.2560399925,2.600,0.0298451525,2.600,0.2230532450,2.600,-0.0534071150,2.600,-0.1743585225,2.600,0.0769690775,2.600,-0.0094247850,2.600,-0.0863938625
2.610,-0.0157079750,2.610,0.0031415950,2.610,0.1288053950,2.610,-0.1523673575,2.610,-0.0706858875,2.610,-0.0078539875,2.610,0.0989602425,2.610,0.0157079750,2.610,-0.1476549650,2.610,-0.2607523850,2.610,0.0219911650,2.610,0.2293364350,2.610,-0.0471239250,2.610,-0.1680753325,2.610,0.0691150900,2.610,-0.0015707975,2.610,-0.0973894450
2.620,-0.0188495700,2.620,0.0047123925,2.620,0.1225222050,2.620,-0.1476549650,2.620,-0.0644026975,2.620,-0.0109955825,2.620,0.1052434325,2.620,0.0109955825,2.620,-0.1523673575,2.620,-0.2654647775,2.620,0.0157079750,2.620,0.2340488275,2.620,-0.0392699375,2.620,-0.1617921425,2.620,0.0612611025,2.620,0.0062831900,2.620,-0.1068142300
2.630,-0.0235619625,2.630,0.0062831900,2.630,0.1178098125,2.630,-0.1413717750,2.630,-0.0581195075,2.630,-0.0125663800,2.630,0.1115266225,2.630,0.0062831900,2.630,-0.1570797500,2.630,-0.2701771700,2.630,0.0094247850,2.630,0.2387612200,2.630,-0.0329867475,2.630,-0.1555089525,2.630,0.0549779125,2.630,0.0125663800,2.630,-0.1178098125
2.640,-0.0267035575,2.640,0.0094247850,2.640,0.1130974200,2.640,-0.1366593825,2.640,-0.0502655200,2.640,-0.0172787725,2.640,0.1178098125,2.640,0.0015707975,2.640,-0.1617921425,2.640,-0.2748895625,2.640,0.0031415950,2.640,0.2419028150,2.640,-0.0267035575,2.640,-0.1492257625,2.640,0.0471239250,2.640,0.0188495700,2.640,-0.1272345975
2.650,-0.0282743550,2.650,0.0109955825,2.650,0.1068142300,2.650,-0.1303761925,2.650,-0.0439823300,2.650,-0.0204203675,2.650,0.1225222050,2.650,-0.0047123925,2.650,-0.1665045350,2.650,-0.2780311575,2.650,-0.0031415950,2.650,0.2450444100,2.650,-0.0204203675,2.650,-0.1413717750,2.650,0.0408407350,2.650,0.0251327600,2.650,-0.1366593825
2.660,-0.0314159500,2.660,0.0125663800,2.660,0.1021018375,2.660,-0.1240930025,2.660,-0.0361283425,2.660,-0.0235619625,2.660,0.1288053950,2.660,-0.0094247850,2.660,-0.1712169275,2.660,-0.2811727525,2.660,-0.0094247850,2.660,0.2466152075,2.660,-0.0141371775,2.660,-0.1335177875,2.660,0.0329867475,2.660,0.0314159500,2.660,-0.1445133700
2.670,-0.0345575450,2.670,0.0141371775,2.670,0.0973894450,2.670,-0.1178098125,2.670,-0.0298451525,2.670,-0.0282743550,2.670,0.1335177875,2.670,-0.0157079750,2.670,-0.1759293200,2.670,-0.2843143475,2.670,-0.0157079750,2.670,0.2481860050,2.670,-0.0078539875,2.670,-0.1256638000,2.670,0.0267035575,2.670,0.0376991400,2.670,-0.1523673575
2.680,-0.0376991400,2.680,0.0157079750,2.680,0.0911062550,2.680,-0.1115266225,2.680,-0.0219911650,2.680,-0.0329867475,2.680,0.1398009775,2.680,-0.0219911650,2.680,-0.1790709150,2.680,-0.2858851450,2.680,-0.0219911650,2.680,0.2497568025,2.680,-0.0015707975,2.680,-0.1193806100,2.680,0.0188495700,2.680,0.0424115325,2.680,-0.1586505475
2.690,-0.0392699375,2.690,0.0172787725,2.690,0.0863938625,2.690,-0.1052434325,2.690,-0.0141371775,2.690,-0.0361283425,2.690,0.1445133700,2.690,-0.0282743550,2.690,-0.1822125100,2.690,-0.2874559425,2.690,-0.0282743550,2.690,0.2513276000,2.690,0.0031415950,2.690,-0.1115266225,2.690,0.0125663800,2.690,0.0486947225,2.690,-0.1649337375
2.700,-0.0408407350,2.700,0.0188495700,2.700,0.0816814700,2.700,-0.0989602425,2.700,-0.0062831900,2.700,-0.0408407350,2.700,0.1492257625,2.700,-0.0345575450,2.700,-0.1869249025,2.700,-0.2890267400,2.700,-0.0329867475,2.700,0.2513276000,2.700,0.0094247850,2.700,-0.1052434325,2.700,0.0078539875,2.700,0.0534071150,2.700,-0.1696461300
2.710,-0.0439823300,2.710,0.0204203675,2.710,0.0769690775,2.710,-0.0911062550,2.710,0.0015707975,2.710,-0.0455531275,2.710,0.1539381550,2.710,-0.0408407350,2.710,-0.1900664975,2.710,-0.2890267400,2.710,-0.0392699375,2.710,0.2513276000,2.710,0.0141371775,2.710,-0.0973894450,2.710,0.0015707975,2.710,0.0581195075,2.710,-0.1743585225
2.720,-0.0455531275,2.720,0.0204203675,2.720,0.0722566850,2.720,-0.0848230650,2.720,0.0109955825,2.720,-0.0518363175,2.720,0.1570797500,2.720,-0.0486947225,2.720,-0.1932080925,2.720,-0.2890267400,2.720,-0.0439823300,2.720,0.2497568025,2.720,0.0188495700,2.720,-0.0911062550,2.720,-0.0031415950,2.720,0.0628319000,2.720,-0.1790709150
2.730,-0.0471239250,2.730,0.0219911650,2.730,0.0675442925,2.730,-0.0785398750,2.730,0.0188495700,2.730,-0.0565487100,2.730,0.1617921425,2.730,-0.0549779125,2.730,-0.1947788900,2.730,-0.2890267400,2.730,-0.0486947225,2.730,0.2481860050,2.730,0.0235619625,2.730,-0.0832522675,2.730,-0.0094247850,2.730,0.0659734950,2.730,-0.1822125100
2.740,-0.0486947225,2.740,0.0219911650,2.740,0.0628319000,2.740,-0.0706858875,2.740,0.0267035575,2.740,-0.0628319000,2.740,0.1649337375,2.740,-0.0628319000,2.740,-0.1979204850,2.740,-0.2874559425,2.740,-0.0534071150,2.740,0.2450444100,2.740,0.0282743550,2.740,-0.0769690775,2.740,-0.0125663800,2.740,0.0691150900,2.740,-0.1837833075
2.750,-0.0502655200,2.750,0.0235619625,2.750,0.0581195075,2.750,-0.0628319000,2.750,0.0345575450,2.750,-0.0675442925,2.750,0.1680753325,2.750,-0.0691150900,2.750,-0.1994912825,2.750,-0.2858851450,2.750,-0.0565487100,2.750,0.2419028150,2.750,0.0314159500,2.750,-0.0691150900,2.750,-0.0172787725,2.750,0.0722566850,2.750,-0.1853541050
2.760,-0.0518363175,2.760,0.0235619625,2.760,0.0534071150,2.760,-0.0565487100,2.760,0.0424115325,2.760,-0.0738274825,2.760,0.1712169275,2.760,-0.0769690775,2.760,-0.2010620800,2.760,-0.2843143475,2.760,-0.0612611025,2.760,0.2387612200,2.760,0.0361283425,2.760,-0.0628319000,2.760,-0.0219911650,2.760,0.0753982800,2.760,-0.1853541050
2.770,-0.0518363175,2.770,0.0235619625,2.770,0.0486947225,2.770,-0.0486947225,2.770,0.0502655200,2.770,-0.0801106725,2.770,0.1743585225,2.770,-0.0848230650,2.770,-0.2026328775,2.770,-0.2811727525,2.770,-0.0644026975,2.770,0.2340488275,2.770,0.0392699375,2.770,-0.0565487100,2.770,-0.0251327600,2.770,0.0769690775,2.770,-0.1837833075
2.780,-0.0534071150,2.780,0.0235619625,2.780,0.0439823300,2.780,-0.0408407350,2.780,0.0596903050,2.780,-0.0863938625,2.780,0.1775001175,2.780,-0.0911062550,2.780,-0.2042036750,2.780,-0.2796019550,2.780,-0.0675442925,2.780,0.2309072325,2.780,0.0408407350,2.780,-0.0502655200,2.780,-0.0282743550,2.780,0.0785398750,2.780,-0.1837833075
2.790,-0.0534071150,2.790,0.0235619625,2.790,0.0408407350,2.790,-0.0345575450,2.790,0.0675442925,2.790,-0.0926770525,2.790,0.1790709150,2.790,-0.0989602425,2.790,-0.2057744725,2.790,-0.2748895625,2.790,-0.0706858875,2.790,0.2246240425,2.790,0.0439823300,2.790,-0.0439823300,2.790,-0.0314159500,2.790,0.0785398750,2.790,-0.1822125100
2.800,-0.0534071150,2.800,0.0235619625,2.800,0.0361283425,2.800,-0.0267035575,2.800,0.0753982800,2.800,-0.0989602425,2.800,0.1806417125,2.800,-0.1068142300,2.800,-0.2057744725,2.800,-0.2717479675,2.800,-0.0722566850,2.800,0.2199116500,2.800,0.0455531275,2.800,-0.0392699375,2.800,-0.0329867475,2.800,0.0801106725,2.800,-0.1790709150
2.810,-0.0549779125,2.810,0.0235619625,2.810,0.0329867475,2.810,-0.0188495700,2.810,0.0848230650,2.810,-0.1052434325,2.810,0.1822125100,2.810,-0.1146682175,2.810,-0.2057744725,2.810,-0.2670355750,2.810,-0.0753982800,2.810,0.2136284600,2.810,0.0486947225,2.810,-0.0345575450,2.810,-0.0361283425,2.810,0.0785398750,2.810,-0.1759293200
2.820,-0.0549779125,2.820,0.0235619625,2.820,0.0282743550,2.820,-0.0125663800,2.820,0.0926770525,2.820,-0.1115266225,2.820,0.1837833075,2.820,-0.1209514075,2.820,-0.2057744725,2.820,-0.2623231825,2.820,-0.0769690775,2.820,0.2057744725,2.820,0.0502655200,2.820,-0.0298451525,2.820,-0.0376991400,2.820,0.0785398750,2.820,-0.1712169275
2.830,-0.0549779125,2.830,0.0235619625,2.830,0.0251327600,2.830,-0.0047123925,2.830,0.1005310400,2.830,-0.1193806100,2.830,0.1837833075,2.830,-0.1288053950,2.830,-0.2057744725,2.830,-0.2576107900,2.830,-0.0785398750,2.830,0.1994912825,2.830,0.0502655200,2.830,-0.0267035575,2.830,-0.0376991400,2.830,0.0769690775,2.830,-0.1665045350
2.840,-0.0534071150,2.840,0.0219911650,2.840,0.0219911650,2.840,0.0031415950,2.840,0.1083850275,2.840,-0.1256638000,2.840,0.1853541050,2.840,-0.1350885850,2.840,-0.2057744725,2.840,-0.2513276000,2.840,-0.0785398750,2.840,0.1916372950,2.840,0.0502655200,2.840,-0.0219911650,2.840,-0.0392699375,2.840,0.0753982800,2.840,-0.1602213450
2.850,-0.0534071150,2.850,0.0219911650,2.850,0.0188495700,2.850,0.0094247850,2.850,0.1162390150,2.850,-0.1319469900,2.850,0.1853541050,2.850,-0.1429425725,2.850,-0.2042036750,2.850,-0.2466152075,2.850,-0.0801106725,2.850,0.1837833075,2.850,0.0518363175,2.850,-0.0172787725,2.850,-0.0392699375,2.850,0.0722566850,2.850,-0.1523673575
2.860,-0.0534071150,2.860,0.0204203675,2.860,0.0157079750,2.860,0.0172787725,2.860,0.1240930025,2.860,-0.1398009775,2.860,0.1853541050,2.860,-0.1492257625,2.860,-0.2026328775,2.860,-0.2387612200,2.860,-0.0801106725,2.860,0.1743585225,2.860,0.0502655200,2.860,-0.0141371775,2.860,-0.0392699375,2.860,0.0706858875,2.860,-0.1460841675
2.870,-0.0518363175,2.870,0.0188495700,2.870,0.0125663800,2.870,0.0235619625,2.870,0.1319469900,2.870,-0.1460841675,2.870,0.1837833075,2.870,-0.1570797500,2.870,-0.2010620800,2.870,-0.2324780300,2.870,-0.0801106725,2.870,0.1665045350,2.870,0.0502655200,2.870,-0.0109955825,2.870,-0.0376991400,2.870,0.0675442925,2.870,-0.1382301800
2.880,-0.0502655200,2.880,0.0188495700,2.880,0.0094247850,2.880,0.0314159500,2.880,0.1398009775,2.880,-0.1539381550,2.880,0.1837833075,2.880,-0.1633629400,2.880,-0.1994912825,2.880,-0.2261948400,2.880,-0.0801106725,2.880,0.1570797500,2.880,0.0486947225,2.880,-0.0062831900,2.880,-0.0376991400,2.880,0.0644026975,2.880,-0.1303761925
2.890,-0.0502655200,2.890,0.0172787725,2.890,0.0078539875,2.890,0.0376991400,2.890,0.1460841675,2.890,-0.1602213450,2.890,0.1822125100,2.890,-0.1696461300,2.890,-0.1979204850,2.890,-0.2183408525,2.890,-0.0785398750,2.890,0.1476549650,2.890,0.0471239250,2.890,-0.0047123925,2.890,-0.0361283425,2.890,0.0596903050,2.890,-0.1209514075
2.900,-0.0486947225,2.900,0.0157079750,2.900,0.0047123925,2.900,0.0439823300,2.900,0.1539381550,2.900,-0.1665045350,2.900,0.1806417125,2.900,-0.1759293200,2.900,-0.1947788900,2.900,-0.2104868650,2.900,-0.0769690775,2.900,0.1382301800,2.900,0.0455531275,2.900,-0.0015707975,2.900,-0.0329867475,2.900,0.0549779125,2.900,-0.1099558250
2.910,-0.0471239250,2.910,0.0141371775,2.910,0.0031415950,2.910,0.0502655200,2.910,0.1602213450,2.910,-0.1743585225,2.910,0.1790709150,2.910,-0.1822125100,2.910,-0.1916372950,2.910,-0.2026328775,2.910,-0.0753982800,2.910,0.1288053950,2.910,0.0439823300,2.910,-1.7130394325E-17,2.910,-0.0314159500,2.910,0.0486947225,2.910,-0.0989602425
2.920,-0.0455531275,2.920,0.0125663800,2.920,0.0015707975,2.920,0.0565487100,2.920,0.1665045350,2.920,-0.1806417125,2.920,0.1775001175,2.920,-0.1884957000,2.920,-0.1884957000,2.920,-0.1947788900,2.920,-0.0722566850,2.920,0.1178098125,2.920,0.0408407350,2.920,-1.7130394325E-17,2.920,-0.0282743550,2.920,0.0439823300,2.920,-0.0879646600
2.930,-0.0424115325,2.930,0.0094247850,2.930,1.4311468677E-17,2.930,0.0628319000,2.930,0.1743585225,2.930,-0.1869249025,2.930,0.1743585225,2.930,-0.1932080925,2.930,-0.1853541050,2.930,-0.1869249025,2.930,-0.0706858875,2.930,0.1083850275,2.930,0.0376991400,2.930,0.0015707975,2.930,-0.0251327600,2.930,0.0376991400,2.930,-0.0769690775
2.940,-0.0408407350,2.940,0.0078539875,2.940,-0.0015707975,2.940,0.0691150900,2.940,0.1790709150,2.940,-0.1932080925,2.940,0.1712169275,2.940,-0.1994912825,2.940,-0.1822125100,2.940,-0.1790709150,2.940,-0.0675442925,2.940,0.0989602425,2.940,0.0345575450,2.940,0.0015707975,2.940,-0.0204203675,2.940,0.0329867475,2.940,-0.0659734950
2.950,-0.0392699375,2.950,0.0062831900,2.950,-0.0031415950,2.950,0.0753982800,2.950,0.1853541050,2.950,-0.2010620800,2.950,0.1680753325,2.950,-0.2042036750,2.950,-0.1790709150,2.950,-0.1696461300,2.950,-0.0644026975,2.950,0.0879646600,2.950,0.0314159500,2.950,0.0015707975,2.950,-0.0157079750,2.950,0.0267035575,2.950,-0.0534071150
2.960,-0.0361283425,2.960,0.0031415950,2.960,-0.0047123925,2.960,0.0816814700,2.960,0.1916372950,2.960,-0.2073452700,2.960,0.1649337375,2.960,-0.2089160675,2.960,-0.1743585225,2.960,-0.1617921425,2.960,-0.0612611025,2.960,0.0785398750,2.960,0.0267035575,2.960,0.0015707975,2.960,-0.0125663800,2.960,0.0188495700,2.960,-0.0408407350
2.970,-0.0345575450,2.970,0.0015707975,2.970,-0.0047123925,2.970,0.0863938625,2.970,0.1963496875,2.970,-0.2120576625,2.970,0.1617921425,2.970,-0.2136284600,2.970,-0.1696461300,2.970,-0.1523673575,2.970,-0.0565487100,2.970,0.0675442925,2.970,0.0219911650,2.970,-1.7130394325E-17,2.970,-0.0078539875,2.970,0.0125663800,2.970,-0.0282743550
2.980,-0.0314159500,2.980,-0.0015707975,2.980,-0.0062831900,2.980,0.0926770525,2.980,0.2010620800,2.980,-0.2183408525,2.980,0.1570797500,2.980,-0.2183408525,2.980,-0.1649337375,2.980,-0.1445133700,2.980,-0.0518363175,2.980,0.0581195075,2.980,0.0172787725,2.980,-0.0015707975,2.980,-0.0015707975,2.980,0.0047123925,2.980,-0.0157079750
2.990,-0.0282743550,2.990,-0.0047123925,2.990,-0.0062831900,2.990,0.0973894450,2.990,0.2057744725,2.990,-0.2246240425,2.990,0.1539381550,2.990,-0.2214824475,2.990,-0.1602213450,2.990,-0.1350885850,2.990,-0.0486947225,2.990,0.0471239250,2.990,0.0125663800,2.990,-0.0031415950,2.990,0.0031415950,2.990,-0.0031415950,2.990,-0.0015707975
3.000,-0.0251327600,3.000,-0.0062831900,3.000,-0.0062831900,3.000,0.1021018375,3.000,0.2104868650,3.000,-0.2309072325,3.000,0.1492257625,3.000,-0.2261948400,3.000,-0.1555089525,3.000,-0.1272345975,3.000,-0.0424115325,3.000,0.0376991400,3.000,0.0078539875,3.000,-0.0047123925,3.000,0.0094247850,3.000,-0.0109955825,3.000,0.0109955825
3.010,-0.0219911650,3.010,-0.0094247850,3.010,-0.0062831900,3.010,0.1068142300,3.010,0.2151992575,3.010,-0.2356196250,3.010,0.1445133700,3.010,-0.2293364350,3.010,-0.1507965600,3.010,-0.1178098125,3.010,-0.0376991400,3.010,0.0282743550,3.010,0.0015707975,3.010,-0.0078539875,3.010,0.0157079750,3.010,-0.0188495700,3.010,0.0251327600
3.020,-0.0188495700,3.020,-0.0125663800,3.020,-0.0062831900,3.020,0.1115266225,3.020,0.2183408525,3.020,-0.2403320175,3.020,0.1398009775,3.020,-0.2309072325,3.020,-0.1460841675,3.020,-0.1099558250,3.020,-0.0329867475,3.020,0.0188495700,3.020,-0.0031415950,3.020,-0.0109955825,3.020,0.0219911650,3.020,-0.0267035575,3.020,0.0376991400
3.030,-0.0157079750,3.030,-0.0157079750,3.030,-0.0062831900,3.030,0.1146682175,3.030,0.2214824475,3.030,-0.2466152075,3.030,0.1335177875,3.030,-0.2340488275,3.030,-0.1413717750,3.030,-0.1005310400,3.030,-0.0267035575,3.030,0.0094247850,3.030,-0.0094247850,3.030,-0.0141371775,3.030,0.0282743550,3.030,-0.0345575450,3.030,0.0518363175
3.040,-0.0125663800,3.040,-0.0188495700,3.040,-0.0047123925,3.040,0.1193806100,3.040,0.2246240425,3.040,-0.2513276000,3.040,0.1288053950,3.040,-0.2356196250,3.040,-0.1350885850,3.040,-0.0926770525,3.040,-0.0219911650,3.040,2.4286128664E-17,3.040,-0.0157079750,3.040,-0.0188495700,3.040,0.0361283425,3.040,-0.0424115325,3.040,0.0644026975
3.050,-0.0094247850,3.050,-0.0219911650,3.050,-0.0047123925,3.050,0.1225222050,3.050,0.2277656375,3.050,-0.2544691950,3.050,0.1225222050,3.050,-0.2387612200,3.050,-0.1303761925,3.050,-0.0848230650,3.050,-0.0157079750,3.050,-0.0078539875,3.050,-0.0219911650,3.050,-0.0219911650,3.050,0.0424115325,3.050,-0.0518363175,3.050,0.0753982800
3.060,-0.0047123925,3.060,-0.0251327600,3.060,-0.0031415950,3.060,0.1256638000,3.060,0.2293364350,3.060,-0.2591815875,3.060,0.1178098125,3.060,-0.2387612200,3.060,-0.1240930025,3.060,-0.0769690775,3.060,-0.0094247850,3.060,-0.0172787725,3.060,-0.0282743550,3.060,-0.0267035575,3.060,0.0486947225,3.060,-0.0596903050,3.060,0.0879646600
3.070,-0.0015707975,3.070,-0.0282743550,3.070,-0.0015707975,3.070,0.1288053950,3.070,0.2309072325,3.070,-0.2623231825,3.070,0.1115266225,3.070,-0.2403320175,3.070,-0.1193806100,3.070,-0.0691150900,3.070,-0.0031415950,3.070,-0.0251327600,3.070,-0.0345575450,3.070,-0.0314159500,3.070,0.0565487100,3.070,-0.0675442925,3.070,0.0989602425
3.080,0.0031415950,3.080,-0.0314159500,3.080,1.4311468677E-17,3.080,0.1319469900,3.080,0.2324780300,3.080,-0.2654647775,3.080,0.1052434325,3.080,-0.2419028150,3.080,-0.1130974200,3.080,-0.0612611025,3.080,0.0031415950,3.080,-0.0329867475,3.080,-0.0408407350,3.080,-0.0376991400,3.080,0.0644026975,3.080,-0.0769690775,3.080,0.1115266225
3.090,0.0062831900,3.090,-0.0345575450,3.090,0.0015707975,3.090,0.1350885850,3.090,0.2340488275,3.090,-0.2701771700,3.090,0.0989602425,3.090,-0.2419028150,3.090,-0.1068142300,3.090,-0.0549779125,3.090,0.0094247850,3.090,-0.0408407350,3.090,-0.0486947225,3.090,-0.0439823300,3.090,0.0722566850,3.090,-0.0848230650,3.090,0.1225222050
3.100,0.0109955825,3.100,-0.0376991400,3.100,0.0031415950,3.100,0.1366593825,3.100,0.2340488275,3.100,-0.2717479675,3.100,0.0926770525,3.100,-0.2419028150,3.100,-0.1021018375,3.100,-0.0471239250,3.100,0.0157079750,3.100,-0.0471239250,3.100,-0.0549779125,3.100,-0.0486947225,3.100,0.0785398750,3.100,-0.0911062550,3.100,0.1350885850
3.110,0.0157079750,3.110,-0.0408407350,3.110,0.0047123925,3.110,0.1382301800,3.110,0.2356196250,3.110,-0.2748895625,3.110,0.0863938625,3.110,-0.2403320175,3.110,-0.0958186475,3.110,-0.0408407350,3.110,0.0235619625,3.110,-0.0534071150,3.110,-0.0612611025,3.110,-0.0549779125,3.110,0.0863938625,3.110,-0.0989602425,3.110,0.1460841675
3.120,0.0204203675,3.120,-0.0455531275,3.120,0.0078539875,3.120,0.1398009775,3.120,0.2356196250,3.120,-0.2780311575,3.120,0.0801106725,3.120,-0.2403320175,3.120,-0.0895354575,3.120,-0.0329867475,3.120,0.0298451525,3.120,-0.0596903050,3.120,-0.0691150900,3.120,-0.0612611025,3.120,0.0942478500,3.120,-0.1068142300,3.120,0.1570797500
3.130,0.0235619625,3.130,-0.0486947225,3.130,0.0094247850,3.130,0.1413717750,3.130,0.2340488275,3.130,-0.2796019550,3.130,0.0722566850,3.130,-0.2387612200,3.130,-0.0848230650,3.130,-0.0267035575,3.130,0.0361283425,3.130,-0.0644026975,3.130,-0.0753982800,3.130,-0.0675442925,3.130,0.1021018375,3.130,-0.1130974200,3.130,0.1680753325
3.140,0.0282743550,3.140,-0.0518363175,3.140,0.0125663800,3.140,0.1413717750,3.140,0.2340488275,3.140,-0.2811727525,3.140,0.0659734950,3.140,-0.2371904225,3.140,-0.0785398750,3.140,-0.0219911650,3.140,0.0424115325,3.140,-0.0691150900,3.140,-0.0816814700,3.140,-0.0738274825,3.140,0.1083850275,3.140,-0.1193806100,3.140,0.1790709150
3.150,0.0329867475,3.150,-0.0549779125,3.150,0.0157079750,3.150,0.1429425725,3.150,0.2324780300,3.150,-0.2843143475,3.150,0.0596903050,3.150,-0.2356196250,3.150,-0.0738274825,3.150,-0.0157079750,3.150,0.0486947225,3.150,-0.0738274825,3.150,-0.0879646600,3.150,-0.0801106725,3.150,0.1162390150,3.150,-0.1256638000,3.150,0.1884957000
